
============================================================
Request 1/5
Prompt: Explain the concept of recursion in programming in 3 sentences.
============================================================
Token 1: 'Rec' | Latency: 238.66ms
Token 513: 'e' | Latency: 8.32ms
Token 514: '.g' | Latency: 6.08ms
Token 515: '.,' | Latency: 6.29ms
Token 516: ' iterating' | Latency: 6.24ms
Token 517: ' through' | Latency: 6.27ms
Token 518: ' a' | Latency: 8.15ms
Token 519: ' list' | Latency: 6.75ms
Token 520: ' to' | Latency: 6.40ms
Token 521: ' find' | Latency: 6.75ms
Token 522: ' an' | Latency: 6.10ms
Token 523: ' element' | Latency: 6.47ms
Token 524: ')
' | Latency: 6.47ms
Token 525: '	' | Latency: 6.38ms
Token 526: '+' | Latency: 6.43ms
Token 527: ' Imp' | Latency: 6.34ms
Token 528: 'lication' | Latency: 6.47ms
Token 529: ':' | Latency: 6.38ms
Token 530: ' The' | Latency: 6.34ms
Token 531: ' algorithm' | Latency: 6.53ms
Token 532: ''s' | Latency: 6.48ms
Token 533: ' time' | Latency: 6.39ms
Token 534: ' complexity' | Latency: 7.66ms
Token 535: ' grows' | Latency: 6.17ms
Token 536: ' linear' | Latency: 6.21ms
Token 537: 'ly' | Latency: 6.26ms
Token 538: ' with' | Latency: 8.08ms
Token 539: ' the' | Latency: 6.69ms
Token 540: ' input' | Latency: 6.45ms
Token 541: ' size' | Latency: 6.36ms
Token 542: '.
' | Latency: 6.42ms
Token 543: '*' | Latency: 6.42ms
Token 544: ' O' | Latency: 6.42ms
Token 545: '(n' | Latency: 6.40ms
Token 546: ' log' | Latency: 6.38ms
Token 547: ' n' | Latency: 6.41ms
Token 548: ')' | Latency: 6.40ms
Token 549: ' -' | Latency: 6.52ms
Token 550: ' Linear' | Latency: 7.61ms
Token 551: 'ith' | Latency: 6.18ms
Token 552: 'mic' | Latency: 6.22ms
Token 553: ' time' | Latency: 6.15ms
Token 554: ' complexity' | Latency: 8.25ms
Token 555: ' (' | Latency: 6.72ms
Token 556: 'e' | Latency: 6.52ms
Token 557: '.g' | Latency: 6.35ms
Token 558: '.,' | Latency: 6.42ms
Token 559: ' merge' | Latency: 6.47ms
Token 560: ' sort' | Latency: 6.43ms
Token 561: ')
' | Latency: 6.41ms
Token 562: '	' | Latency: 6.41ms
Token 563: '+' | Latency: 6.37ms
Token 564: ' Imp' | Latency: 6.46ms
Token 565: 'lication' | Latency: 6.44ms
Token 566: ':' | Latency: 6.48ms
Token 567: ' The' | Latency: 6.36ms
Token 568: ' algorithm' | Latency: 6.43ms
Token 569: ''s' | Latency: 6.68ms
Token 570: ' time' | Latency: 8.11ms
Token 571: ' complexity' | Latency: 6.25ms
Token 572: ' grows' | Latency: 6.29ms
Token 573: ' faster' | Latency: 6.50ms
Token 574: ' than' | Latency: 6.36ms
Token 575: ' linear' | Latency: 6.10ms
Token 576: 'ly' | Latency: 6.28ms
Token 577: ',' | Latency: 6.36ms
Token 578: ' but' | Latency: 8.03ms
Token 579: ' slower' | Latency: 6.45ms
Token 580: ' than' | Latency: 6.43ms
Token 581: ' quadr' | Latency: 6.49ms
Token 582: 'atically' | Latency: 8.83ms
Token 583: '.
' | Latency: 6.09ms
Token 584: '*' | Latency: 6.34ms
Token 585: ' O' | Latency: 6.45ms
Token 586: '(n' | Latency: 7.77ms
Token 587: '^' | Latency: 6.55ms
Token 588: '2' | Latency: 6.44ms
Token 589: ')' | Latency: 6.40ms
Token 590: ' -' | Latency: 6.52ms
Token 591: ' Quadr' | Latency: 6.49ms
Token 592: 'atic' | Latency: 6.33ms
Token 593: ' time' | Latency: 6.46ms
Token 594: ' complexity' | Latency: 6.64ms
Token 595: ' (' | Latency: 6.23ms
Token 596: 'e' | Latency: 6.47ms
Token 597: '.g' | Latency: 6.56ms
Token 598: '.,' | Latency: 7.07ms
Token 599: ' bubble' | Latency: 6.57ms
Token 600: ' sort' | Latency: 6.67ms
Token 601: ')
' | Latency: 6.56ms
Token 602: '	' | Latency: 6.49ms
Token 603: '+' | Latency: 6.45ms
Token 604: ' Imp' | Latency: 6.44ms
Token 605: 'lication' | Latency: 6.44ms
Token 606: ':' | Latency: 6.42ms
Token 607: ' The' | Latency: 6.40ms
Token 608: ' algorithm' | Latency: 6.44ms
Token 609: ''s' | Latency: 6.41ms
Token 610: ' time' | Latency: 6.50ms
Token 611: ' complexity' | Latency: 6.56ms
Token 612: ' grows' | Latency: 6.57ms
Token 613: ' rapidly' | Latency: 6.70ms
Token 614: ' with' | Latency: 6.36ms
Token 615: ' the' | Latency: 8.53ms
Token 616: ' input' | Latency: 6.19ms
Token 617: ' size' | Latency: 6.23ms
Token 618: '.

' | Latency: 6.51ms
Token 619: 'In' | Latency: 7.72ms
Token 620: ' summary' | Latency: 6.56ms
Token 621: ',' | Latency: 6.47ms
Token 622: ' Big' | Latency: 6.55ms
Token 623: ' O' | Latency: 6.41ms
Token 624: ' notation' | Latency: 6.44ms
Token 625: ' is' | Latency: 6.42ms
Token 626: ' a' | Latency: 6.65ms
Token 627: ' crucial' | Latency: 8.21ms
Token 628: ' concept' | Latency: 6.33ms
Token 629: ' in' | Latency: 6.28ms
Token 630: ' computer' | Latency: 6.45ms
Token 631: ' science' | Latency: 7.98ms
Token 632: ' that' | Latency: 6.42ms
Token 633: ' helps' | Latency: 6.71ms
Token 634: ' us' | Latency: 6.63ms
Token 635: ' analyze' | Latency: 6.61ms
Token 636: ' and' | Latency: 6.62ms
Token 637: ' compare' | Latency: 6.55ms
Token 638: ' the' | Latency: 6.90ms
Token 639: ' performance' | Latency: 8.19ms
Token 640: ' of' | Latency: 6.35ms
Token 641: ' algorithms' | Latency: 6.34ms
Token 642: '.' | Latency: 6.43ms
Token 643: ' By' | Latency: 7.94ms
Token 644: ' understanding' | Latency: 6.57ms
Token 645: ' an' | Latency: 6.66ms
Token 646: ' algorithm' | Latency: 6.75ms
Token 647: ''s' | Latency: 6.61ms
Token 648: ' Big' | Latency: 6.65ms
Token 649: ' O' | Latency: 6.53ms
Token 650: ' complexity' | Latency: 6.89ms
Token 651: ',' | Latency: 8.18ms
Token 652: ' you' | Latency: 6.34ms
Token 653: ' can' | Latency: 6.32ms
Token 654: ' predict' | Latency: 6.50ms
Token 655: ' its' | Latency: 7.71ms
Token 656: ' behavior' | Latency: 6.69ms
Token 657: ',' | Latency: 6.62ms
Token 658: ' identify' | Latency: 6.82ms
Token 659: ' bott' | Latency: 8.33ms
Token 660: 'lene' | Latency: 6.41ms
Token 661: 'cks' | Latency: 6.20ms
Token 662: ',' | Latency: 6.39ms
Token 663: ' and' | Latency: 7.99ms
Token 664: ' improve' | Latency: 6.62ms
Token 665: ' code' | Latency: 6.49ms
Token 666: ' quality' | Latency: 6.64ms
Token 667: ',' | Latency: 6.64ms
Token 668: ' ultimately' | Latency: 6.61ms
Token 669: ' leading' | Latency: 6.58ms
Token 670: ' to' | Latency: 6.63ms
Token 671: ' more' | Latency: 6.57ms
Token 672: ' efficient' | Latency: 6.57ms
Token 673: ' and' | Latency: 6.51ms
Token 674: ' scalable' | Latency: 6.60ms
Token 675: ' solutions' | Latency: 6.51ms
Token 676: '.' | Latency: 6.63ms

--- Summary ---
Total tokens: 676
TTFT: 288.14ms
TPOT: 7.08ms
ITL Mean: 6.65ms
Throughput: 141.15 tok/s

============================================================
Request 5/5
Prompt: What is the purpose of a hash table data structure?
============================================================
Token 1: 'The' | Latency: 252.88ms
Token 2: ' primary' | Latency: 7.45ms
Token 3: ' purpose' | Latency: 6.28ms
Token 4: ' of' | Latency: 6.15ms
Token 5: ' a' | Latency: 6.37ms
Token 6: ' hash' | Latency: 6.16ms
Token 7: ' table' | Latency: 9.30ms
Token 8: ' (' | Latency: 6.90ms
Token 9: 'also' | Latency: 6.93ms
Token 10: ' known' | Latency: 7.20ms
Token 11: ' as' | Latency: 7.30ms
Token 12: ' a' | Latency: 6.35ms
Token 13: ' hash' | Latency: 6.06ms
Token 14: ' map' | Latency: 6.42ms
Token 15: ' or' | Latency: 7.85ms
Token 16: ' dictionary' | Latency: 6.89ms
Token 17: ')' | Latency: 6.54ms
Token 18: ' data' | Latency: 6.55ms
Token 19: ' structure' | Latency: 6.34ms
Token 20: ' is' | Latency: 6.53ms
Token 21: ' to' | Latency: 6.41ms
Token 22: ' store' | Latency: 6.53ms
Token 23: ' and' | Latency: 7.65ms
Token 24: ' retrieve' | Latency: 6.60ms
Token 25: ' key' | Latency: 6.31ms
Token 26: '-value' | Latency: 6.07ms
Token 27: ' pairs' | Latency: 7.99ms
Token 28: ' in' | Latency: 6.94ms
Token 29: ' a' | Latency: 6.38ms
Token 30: ' way' | Latency: 6.33ms
Token 31: ' that' | Latency: 6.32ms
Token 32: ' allows' | Latency: 6.54ms
Token 33: ' for' | Latency: 6.24ms
Token 34: ' efficient' | Latency: 6.37ms
Token 35: ' lookup' | Latency: 6.38ms
Token 36: ',' | Latency: 6.43ms
Token 37: ' insertion' | Latency: 6.36ms
Token 38: ',' | Latency: 6.49ms
Token 39: ' and' | Latency: 6.40ms
Token 40: ' deletion' | Latency: 6.48ms
Token 41: ' operations' | Latency: 6.52ms
Token 42: '.' | Latency: 6.44ms
Token 43: ' Here' | Latency: 6.41ms
Token 44: ' are' | Latency: 6.53ms
Token 45: ' some' | Latency: 6.40ms
Token 46: ' key' | Latency: 6.58ms
Token 47: ' benefits' | Latency: 7.03ms
Token 48: ' of' | Latency: 6.92ms
Token 49: ' using' | Latency: 6.91ms
Token 50: ' hash' | Latency: 6.74ms
Token 51: ' tables' | Latency: 6.29ms
Token 52: ':

' | Latency: 8.15ms
Token 53: '1' | Latency: 6.26ms
Token 54: '.' | Latency: 6.32ms
Token 55: ' **' | Latency: 6.34ms
Token 56: 'Fast' | Latency: 6.36ms
Token 57: ' look' | Latency: 6.30ms
Token 58: 'ups' | Latency: 6.36ms
Token 59: '**:' | Latency: 6.43ms
Token 60: ' Hash' | Latency: 8.22ms
Token 61: ' tables' | Latency: 6.58ms
Token 62: ' allow' | Latency: 6.66ms
Token 63: ' you' | Latency: 6.57ms
Token 64: ' to' | Latency: 6.60ms
Token 65: ' quickly' | Latency: 6.53ms
Token 66: ' locate' | Latency: 6.55ms
Token 67: ' a' | Latency: 6.91ms
Token 68: ' specific' | Latency: 6.47ms
Token 69: ' value' | Latency: 6.59ms
Token 70: ' associated' | Latency: 6.59ms
Token 71: ' with' | Latency: 6.59ms
Token 72: ' a' | Latency: 6.59ms
Token 73: ' given' | Latency: 6.54ms
Token 74: ' key' | Latency: 6.62ms
Token 75: '.' | Latency: 6.68ms
Token 76: ' The' | Latency: 6.61ms
Token 77: ' average' | Latency: 8.23ms
Token 78: ' time' | Latency: 6.35ms
Token 79: ' complexity' | Latency: 6.34ms
Token 80: ' for' | Latency: 6.43ms
Token 81: ' looking' | Latency: 7.99ms
Token 82: ' up' | Latency: 6.89ms
Token 83: ' a' | Latency: 6.69ms
Token 84: ' value' | Latency: 6.61ms
Token 85: ' is' | Latency: 6.54ms
Token 86: ' O' | Latency: 8.13ms
Token 87: '(' | Latency: 6.27ms
Token 88: '1' | Latency: 6.41ms
Token 89: '),' | Latency: 6.37ms
Token 90: ' making' | Latency: 8.01ms
Token 91: ' it' | Latency: 6.85ms
Token 92: ' much' | Latency: 6.60ms
Token 93: ' faster' | Latency: 6.67ms
Token 94: ' than' | Latency: 8.40ms
Token 95: ' other' | Latency: 6.18ms
Token 96: ' data' | Latency: 6.34ms
Token 97: ' structures' | Latency: 6.35ms
Token 98: ' like' | Latency: 6.37ms
Token 99: ' arrays' | Latency: 6.35ms
Token 100: ' or' | Latency: 6.38ms
Token 101: ' linked' | Latency: 6.43ms
Token 102: ' lists' | Latency: 8.03ms
Token 103: '.
' | Latency: 6.82ms
Token 104: '2' | Latency: 6.59ms
Token 105: '.' | Latency: 6.67ms
Token 106: ' **' | Latency: 8.37ms
Token 107: 'Eff' | Latency: 6.17ms
Token 108: 'icient' | Latency: 6.37ms
Token 109: ' insertion' | Latency: 6.38ms
Token 110: ' and' | Latency: 8.11ms
Token 111: ' deletion' | Latency: 6.60ms
Token 112: '**:' | Latency: 6.74ms
Token 113: ' When' | Latency: 6.57ms
Token 114: ' inserting' | Latency: 6.62ms
Token 115: ' or' | Latency: 6.51ms
Token 116: ' deleting' | Latency: 6.61ms
Token 117: ' a' | Latency: 6.58ms
Token 118: ' key' | Latency: 6.61ms
Token 119: '-value' | Latency: 6.54ms
Token 120: ' pair' | Latency: 6.61ms
Token 121: ',' | Latency: 6.83ms
Token 122: ' the' | Latency: 8.09ms
Token 123: ' hash' | Latency: 6.35ms
Token 124: ' table' | Latency: 6.35ms
Token 125: ' can' | Latency: 6.36ms
Token 126: ' re' | Latency: 6.38ms
Token 127: 'hash' | Latency: 6.35ms
Token 128: ' its' | Latency: 6.38ms
Token 129: ' internal' | Latency: 6.61ms
Token 130: ' indices' | Latency: 7.94ms
Token 131: ' to' | Latency: 6.73ms
Token 132: ' maintain' | Latency: 6.73ms
Token 133: ' a' | Latency: 6.66ms
Token 134: ' balanced' | Latency: 6.71ms
Token 135: ' state' | Latency: 6.46ms
Token 136: ',' | Latency: 6.50ms
Token 137: ' ensuring' | Latency: 6.74ms
Token 138: ' that' | Latency: 8.10ms
Token 139: ' look' | Latency: 6.37ms
Token 140: 'ups' | Latency: 6.23ms
Token 141: ' remain' | Latency: 6.23ms
Token 142: ' efficient' | Latency: 6.44ms
Token 143: '.
' | Latency: 7.73ms
Token 144: '3' | Latency: 6.54ms
Token 145: '.' | Latency: 6.52ms
Token 146: ' **' | Latency: 6.64ms
Token 147: 'Good' | Latency: 6.47ms
Token 148: ' memory' | Latency: 6.49ms
Token 149: ' utilization' | Latency: 6.48ms
Token 150: '**:' | Latency: 6.48ms
Token 151: ' Hash' | Latency: 6.73ms
Token 152: ' tables' | Latency: 7.96ms
Token 153: ' typically' | Latency: 6.20ms
Token 154: ' use' | Latency: 6.21ms
Token 155: ' a' | Latency: 6.89ms
Token 156: ' fixed' | Latency: 7.29ms
Token 157: '-size' | Latency: 6.68ms
Token 158: ' array' | Latency: 6.54ms
Token 159: ' of' | Latency: 6.55ms
Token 160: ' buckets' | Latency: 6.65ms
Token 161: ' (' | Latency: 6.90ms
Token 162: 'or' | Latency: 5.97ms
Token 163: ' slots' | Latency: 6.32ms
Token 164: ')' | Latency: 6.40ms
Token 165: ' to' | Latency: 6.31ms
Token 166: ' store' | Latency: 6.36ms
Token 167: ' key' | Latency: 6.37ms
Token 168: '-value' | Latency: 6.47ms
Token 169: ' pairs' | Latency: 6.34ms
Token 170: ',' | Latency: 6.60ms
Token 171: ' which' | Latency: 6.08ms
Token 172: ' allows' | Latency: 6.67ms
Token 173: ' for' | Latency: 6.14ms
Token 174: ' good' | Latency: 8.59ms
Token 175: ' memory' | Latency: 6.09ms
Token 176: ' utilization' | Latency: 6.25ms
Token 177: ' and' | Latency: 6.13ms
Token 178: ' minimal' | Latency: 6.26ms
Token 179: ' overhead' | Latency: 6.19ms
Token 180: '.
' | Latency: 6.24ms
Token 181: '4' | Latency: 6.31ms
Token 182: '.' | Latency: 7.12ms
Token 183: ' **' | Latency: 6.24ms
Token 184: 'Flexible' | Latency: 6.19ms
Token 185: ' data' | Latency: 6.16ms
Token 186: ' structure' | Latency: 6.19ms
Token 187: '**:' | Latency: 6.16ms
Token 188: ' Hash' | Latency: 6.20ms
Token 189: ' tables' | Latency: 6.28ms
Token 190: ' can' | Latency: 7.36ms
Token 191: ' be' | Latency: 6.19ms
Token 192: ' used' | Latency: 6.23ms
Token 193: ' to' | Latency: 6.24ms
Token 194: ' implement' | Latency: 7.93ms
Token 195: ' various' | Latency: 6.28ms
Token 196: ' data' | Latency: 6.50ms
Token 197: ' structures' | Latency: 6.64ms
Token 198: ',' | Latency: 8.03ms
Token 199: ' such' | Latency: 6.14ms
Token 200: ' as' | Latency: 6.21ms
Token 201: ' sets' | Latency: 6.20ms
Token 202: ',' | Latency: 6.31ms
Token 203: ' dictionaries' | Latency: 6.19ms
Token 204: ',' | Latency: 6.34ms
Token 205: ' or' | Latency: 6.07ms
Token 206: ' caches' | Latency: 8.85ms
Token 207: '.

' | Latency: 6.19ms
Token 208: 'Some' | Latency: 6.40ms
Token 209: ' common' | Latency: 6.36ms
Token 210: ' use' | Latency: 6.34ms
Token 211: ' cases' | Latency: 6.29ms
Token 212: ' for' | Latency: 6.34ms
Token 213: ' hash' | Latency: 6.35ms
Token 214: ' tables' | Latency: 6.34ms
Token 215: ' include' | Latency: 6.26ms
Token 216: ':

' | Latency: 6.36ms
Token 217: '1' | Latency: 6.29ms
Token 218: '.' | Latency: 6.35ms
Token 219: ' **' | Latency: 6.37ms
Token 220: 'C' | Latency: 6.27ms
Token 221: 'aching' | Latency: 6.30ms
Token 222: '**:' | Latency: 8.08ms
Token 223: ' Store' | Latency: 6.42ms
Token 224: ' frequently' | Latency: 6.57ms
Token 225: ' accessed' | Latency: 6.15ms
Token 226: ' data' | Latency: 6.13ms
Token 227: ' in' | Latency: 6.10ms
Token 228: ' a' | Latency: 6.12ms
Token 229: ' cache' | Latency: 6.09ms
Token 230: ' to' | Latency: 6.16ms
Token 231: ' reduce' | Latency: 6.08ms
Token 232: ' the' | Latency: 6.13ms
Token 233: ' number' | Latency: 6.42ms
Token 234: ' of' | Latency: 5.86ms
Token 235: ' database' | Latency: 6.13ms
Token 236: ' queries' | Latency: 6.14ms
Token 237: ' or' | Latency: 8.37ms
Token 238: ' computations' | Latency: 8.82ms
Token 239: '.
' | Latency: 6.77ms
Token 240: '2' | Latency: 6.78ms
Token 241: '.' | Latency: 6.59ms
Token 242: ' **' | Latency: 6.26ms
Token 243: 'Data' | Latency: 6.39ms
Token 244: ' storage' | Latency: 6.41ms
Token 245: '**:' | Latency: 6.42ms
Token 246: ' Use' | Latency: 6.47ms
Token 247: ' hash' | Latency: 6.41ms
Token 248: ' tables' | Latency: 6.47ms
Token 249: ' to' | Latency: 6.37ms
Token 250: ' store' | Latency: 6.49ms
Token 251: ' and' | Latency: 6.38ms
Token 252: ' retrieve' | Latency: 6.45ms
Token 253: ' key' | Latency: 6.38ms
Token 254: '-value' | Latency: 6.54ms
Token 255: ' pairs' | Latency: 6.42ms
Token 256: ',' | Latency: 6.38ms
Token 257: ' where' | Latency: 6.35ms
Token 258: ' keys' | Latency: 6.49ms
Token 259: ' are' | Latency: 6.59ms
Token 260: ' unique' | Latency: 6.32ms
Token 261: ' identifiers' | Latency: 8.18ms
Token 262: ' (' | Latency: 6.34ms
Token 263: 'e' | Latency: 6.25ms
Token 264: '.g' | Latency: 6.36ms
Token 265: '.,' | Latency: 7.96ms
Token 266: ' usernames' | Latency: 6.54ms
Token 267: ',' | Latency: 6.42ms
Token 268: ' IDs' | Latency: 6.49ms
Token 269: ')' | Latency: 6.40ms
Token 270: ' and' | Latency: 6.47ms
Token 271: ' values' | Latency: 6.39ms
Token 272: ' are' | Latency: 6.48ms
Token 273: ' associated' | Latency: 6.44ms
Token 274: ' data' | Latency: 6.46ms
Token 275: ' (' | Latency: 6.41ms
Token 276: 'e' | Latency: 6.53ms
Token 277: '.g' | Latency: 8.08ms
Token 278: '.,' | Latency: 6.44ms
Token 279: ' user' | Latency: 6.13ms
Token 280: ' profiles' | Latency: 6.32ms
Token 281: ',' | Latency: 6.29ms
Token 282: ' metadata' | Latency: 6.32ms
Token 283: ').
' | Latency: 6.29ms
Token 284: '3' | Latency: 6.36ms
Token 285: '.' | Latency: 8.61ms
Token 286: ' **' | Latency: 6.31ms
Token 287: 'Sets' | Latency: 6.50ms
Token 288: ' and' | Latency: 6.80ms
Token 289: ' dictionaries' | Latency: 7.92ms
Token 290: '**:' | Latency: 6.29ms
Token 291: ' Implement' | Latency: 6.28ms
Token 292: ' set' | Latency: 6.50ms
Token 293: ' operations' | Latency: 8.13ms
Token 294: ' (' | Latency: 6.42ms
Token 295: 'e' | Latency: 6.49ms
Token 296: '.g' | Latency: 6.73ms
Token 297: '.,' | Latency: 7.94ms
Token 298: ' union' | Latency: 6.29ms
Token 299: ',' | Latency: 6.25ms
Token 300: ' intersection' | Latency: 6.54ms
Token 301: ')' | Latency: 8.15ms
Token 302: ' or' | Latency: 6.53ms
Token 303: ' dictionary' | Latency: 6.62ms
Token 304: '-like' | Latency: 6.61ms
Token 305: ' behavior' | Latency: 8.24ms
Token 306: ' using' | Latency: 6.19ms
Token 307: ' hash' | Latency: 6.28ms
Token 308: ' tables' | Latency: 6.52ms
Token 309: '.
' | Latency: 8.10ms
Token 310: '4' | Latency: 6.46ms
Token 311: '.' | Latency: 6.42ms
Token 312: ' **' | Latency: 6.73ms
Token 313: 'Index' | Latency: 7.96ms
Token 314: 'ing' | Latency: 6.28ms
Token 315: '**:' | Latency: 6.27ms
Token 316: ' Use' | Latency: 6.51ms
Token 317: ' hash' | Latency: 8.17ms
Token 318: ' tables' | Latency: 6.41ms
Token 319: ' as' | Latency: 6.46ms
Token 320: ' an' | Latency: 6.76ms
Token 321: ' indexing' | Latency: 7.94ms
Token 322: ' mechanism' | Latency: 6.29ms
Token 323: ' for' | Latency: 6.29ms
Token 324: ' large' | Latency: 6.44ms
Token 325: ' datasets' | Latency: 8.33ms
Token 326: ',' | Latency: 6.36ms
Token 327: ' allowing' | Latency: 6.47ms
Token 328: ' for' | Latency: 6.77ms
Token 329: ' efficient' | Latency: 6.21ms
Token 330: ' look' | Latency: 6.52ms
Token 331: 'ups' | Latency: 6.43ms
Token 332: ' and' | Latency: 6.54ms
Token 333: ' queries' | Latency: 6.66ms
Token 334: '.

' | Latency: 7.54ms
Token 335: 'In' | Latency: 6.57ms
Token 336: ' summary' | Latency: 6.66ms
Token 337: ',' | Latency: 6.66ms
Token 338: ' the' | Latency: 6.57ms
Token 339: ' primary' | Latency: 6.55ms
Token 340: ' purpose' | Latency: 6.63ms
Token 341: ' of' | Latency: 6.56ms
Token 342: ' a' | Latency: 6.54ms
Token 343: ' hash' | Latency: 6.53ms
Token 344: ' table' | Latency: 6.61ms
Token 345: ' data' | Latency: 6.54ms
Token 346: ' structure' | Latency: 6.57ms
Token 347: ' is' | Latency: 6.53ms
Token 348: ' to' | Latency: 6.58ms
Token 349: ' provide' | Latency: 6.58ms
Token 350: ' fast' | Latency: 8.28ms
Token 351: ' lookup' | Latency: 6.34ms
Token 352: ',' | Latency: 6.54ms
Token 353: ' insertion' | Latency: 6.62ms
Token 354: ',' | Latency: 7.49ms
Token 355: ' and' | Latency: 6.63ms
Token 356: ' deletion' | Latency: 6.67ms
Token 357: ' operations' | Latency: 6.53ms
Token 358: ' while' | Latency: 6.52ms
Token 359: ' utilizing' | Latency: 6.54ms
Token 360: ' memory' | Latency: 6.54ms
Token 361: ' efficiently' | Latency: 6.71ms
Token 362: ',' | Latency: 8.09ms
Token 363: ' making' | Latency: 6.41ms
Token 364: ' it' | Latency: 6.52ms
Token 365: ' a' | Latency: 6.52ms
Token 366: ' versatile' | Latency: 7.79ms
Token 367: ' and' | Latency: 6.48ms
Token 368: ' essential' | Latency: 6.72ms
Token 369: ' data' | Latency: 6.67ms
Token 370: ' structure' | Latency: 8.16ms
Token 371: ' in' | Latency: 6.47ms
Token 372: ' many' | Latency: 6.62ms
Token 373: ' applications' | Latency: 6.51ms
Token 374: '.' | Latency: 7.78ms

--- Summary ---
Total tokens: 374
TTFT: 252.88ms
TPOT: 7.35ms
ITL Mean: 6.67ms
Throughput: 136.05 tok/s
